Chapter,Section,Name,Text,IsRepealed,Details,Part
270,1,Adulterating liquor; sale; forfeiture,"Section 1. Whoever, for the purpose of sale, adulterates any liquor used or intended for drink with Indian cockle, vitriol, grains of paradise, opium, alum, cochineal, capsicum, copperas, laurel water, logwood, Brazil wood, sugar of lead or any other substance poisonous or injurious to health, and whoever knowingly sells any such liquor so adulterated, shall be punished by imprisonment in the state prison for not more than three years; and the articles so adulterated shall be forfeited.   

",False,http://malegislature.gov/api/Chapters/270/Sections/1/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,1A,Eyeglasses or sunglasses; specifications; flammable frames; sales,"Section 1A. No person shall distribute, sell or deliver any eyeglasses or sunglasses unless said eyeglasses or sunglasses are fitted with plastic lenses, laminated lenses, heat-treated glass lenses or lenses made impact-resistant by other methods. The provisions of this paragraph shall not apply if a physician or optometrist, having found that such lenses will not fulfill the visual requirements of a particular patient, directs in writing the use of other lenses and gives written notification thereof to the patient.  Before they are mounted in frames, all impact-resistant eyeglass and sunglass lenses shall be capable of withstanding an impact test of a steel ball five-eighths of an inch in diameter weighing approximately fifty-six hundredths of an ounce dropped from a height of fifty inches. Raised ledge multifocal lenses shall be capable of withstanding said impact test but need not be tested beyond initial design testing. All prescription glass lenses shall withstand said impact test. To demonstrate that all nonprescription glass lenses, plastic lenses and laminated lenses are capable of withstanding said impact test, the manufacturer of such lenses shall subject to said impact test a statistically significant sampling of lenses from each production batch, and the lenses so tested shall be representative of the finished forms as worn by the wearer. Plastic prescription and plastic nonprescription lenses, tested on the basis of statistical significance, may be tested in uncut finished or semifinished form at the point of original manufacture.  

No person shall distribute, sell, exchange or deliver or have in his possession with intent to distribute, sell, exchange or deliver any eyeglass or sunglass frame containing any form of cellulose nitrate or other highly flammable material.  

Whoever violates any provision of this section shall be punished by a fine of not more than five hundred dollars for each violation.   

",False,http://malegislature.gov/api/Chapters/270/Sections/1A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,2 to 2B,nan,nan,False,http://malegislature.gov/api/Chapters/270/Sections/2%20to%202B/,nan
270,3,Drugs or other substance injurious to users; distribution,"Section 3. Whoever distributes, delivers or gives away in any public way or from house to house or place to place, any bottle, box, envelope or package containing any liquid, medicine, pill, powder, tablet or other article composed of any drug, poison or other ingredient or substance which may be in any way injurious or harmful to any person who may taste, eat, drink or otherwise use the same, shall be punished by a fine of not less than fifty nor more than one hundred dollars.   

",False,http://malegislature.gov/api/Chapters/270/Sections/3/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,3A,Poison for rodents; placement where it may cause injury,"Section 3A. Whoever negligently or maliciously places any poison or poisoned food for the control of rats, mice or other rodents in any place where it may cause injury to any human being or domestic animal shall be punished by a fine of twenty-five dollars. The officers charged with the enforcement of the laws relating to fish, birds and mammals under chapter one hundred and thirty-one shall take cognizance of violations of this section and enforce the provisions thereof, and they shall have all powers necessary therefor.   

",False,http://malegislature.gov/api/Chapters/270/Sections/3A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,4,Wood alcohol contained in food or drink; sale or possession,"Section 4. Whoever, himself, or by his servant or agent, or as the servant or agent of another, sells or exchanges, or has in his possession with intent to sell or exchange, or knowingly delivers or has in his possession with intent to deliver, any article of food or drink, or any drug intended for internal use, containing any wood alcohol, otherwise known as methyl alcohol, either crude or refined, under or by whatever name or trade mark the same may be called or known, shall be punished by a fine of not more than five thousand dollars or by imprisonment in a jail or house of correction for not more than two and one half years or in the state prison for not more than five years, or by both such fine and imprisonment.   

",False,http://malegislature.gov/api/Chapters/270/Sections/4/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,5,Alcoholic beverages or drugs; sale or delivery to hospital patients,"Section 5. Whoever, except under the direction of a physician, gives, sells or delivers alcoholic beverages, as defined in section one of chapter one hundred and thirty-eight, or a narcotic drug to a patient in any hospital who is suffering from inebriety or from the effect of inebriety, or from excessive use of narcotic drugs or from the effect of such use, and whoever has in his possession within the precincts of any hospital any such beverage or drug with intent to convey or deliver it to any such patient, except under direction as aforesaid, shall be punished by a fine of not more than fifty dollars or by imprisonment for not more than two months.   

",False,http://malegislature.gov/api/Chapters/270/Sections/5/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,6,Sale or provision of tobacco product to person under 21 years of age,"Section 6. (a) As used in this section and sections 6A and 7, the following words shall have the following meanings unless the context clearly requires otherwise:  

''Manufacturer'', a person that manufactures or produces a tobacco product.  

''Person'', an individual, firm, fiduciary, partnership, corporation, trust or association, however formed, or a club, trustee, agency or receiver.  

''Retail establishment'', a physical place of business or a section of a physical place of business wherein a tobacco product is offered for sale to consumers.  

''Retailer'', a person that operates a retail establishment.  

''Tobacco product'', a product containing, made or derived from tobacco or nicotine that is intended for human consumption, whether smoked, chewed, absorbed, dissolved, inhaled, snorted, sniffed or ingested by any other means including, but not limited to, cigarettes, cigars, little cigars, chewing tobacco, pipe tobacco, snuff, electronic cigarettes, electronic cigars, electronic pipes, electronic nicotine delivery systems or any other similar products that rely on vaporization or aerosolization; provided, however, that ''tobacco product'' shall also include any component, part or accessory of a tobacco product; and provided further, that ''tobacco product'' shall not include a product that has been approved by the United States Food and Drug Administration for the sale of or use as a tobacco cessation product and is marketed and sold exclusively for the approved purpose.  

(b) No person shall sell or provide a tobacco product to a person who is under 21 years of age.  

(c) No manufacturer or retailer shall distribute or cause to be distributed a free sample of a tobacco product in a retail or other commercial establishment; provided, however, that this subsection shall not apply to retail tobacco stores and smoking bars as defined in section 22.  

(d) A person who violates this section shall be punished by a fine of $1,000 for the first offense, $2,000 for a second offense and $5,000 for a third or subsequent offense.  

(e) The department of public health may promulgate regulations to implement this section.   

",False,http://malegislature.gov/api/Chapters/270/Sections/6/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,6A,Sale of tobacco rolling papers to person under 21 years of age,"Section 6A. A person who sells tobacco rolling papers to a person under the age of 21 shall be punished by a fine of $25 for the first offense, $50 for the second offense and $100 for a third or subsequent offense.   

",False,http://malegislature.gov/api/Chapters/270/Sections/6A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
270,7,Posting copy of Secs. 6 and 6A; signage for smoking cessation resources,"Section 7. (a) A copy of sections 6 and 6A shall be posted conspicuously in a retail establishment.  

(b) The department of public health shall develop signage that shall disclose referral information for smoking cessation resources. Retailers shall conspicuously post such signage in their retail establishments.  

(c) Whoever violates this section shall be punished by a fine of not more than $50. Any person unlawfully removing a copy of the aforementioned signage on the premises of a retail establishment shall be punished by a fine of $10.   

",False,http://malegislature.gov/api/Chapters/270/Sections/7/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
