Chapter,Section,Name,Text,IsRepealed,Details,Part
272,1,Enticing away person under 16 for marriage,"Section 1. Whoever fraudulently and deceitfully entices or takes away an unmarried person under sixteen from the house of such person's parents or elsewhere, without the consent of the parent or guardian, if any, under whose care and custody such person is living, for the purpose of effecting a clandestine marriage of such person without the consent of such parent or guardian, shall be punished by imprisonment for not more than one year or by a fine of not more than one thousand dollars, or both.   

",False,http://malegislature.gov/api/Chapters/272/Sections/1/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,2,Enticing away person for prostitution or sexual intercourse,"Section 2. Whoever fraudulently and deceitfully entices or takes away a person from the house of his parent or guardian or elsewhere, for the purpose of prostitution or for the purpose of unlawful sexual intercourse, and whoever aids and assists in such abduction for such purpose, shall be punished by imprisonment in the state prison for not more than three years or in jail for not more than one year or by a fine of not more than one thousand dollars, or by both such fine and imprisonment in jail.   

",False,http://malegislature.gov/api/Chapters/272/Sections/2/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,3,Drugging persons for sexual intercourse,"Section 3. Whoever applies, administers to or causes to be taken by a person any drug, matter or thing with intent to stupefy or overpower such person so as to thereby enable any person to have sexual intercourse or unnatural sexual intercourse with such person shall be punished by imprisonment in the state prison for life or for any term of years not less than ten years.   

",False,http://malegislature.gov/api/Chapters/272/Sections/3/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,4,Inducing person under eighteen to have sexual intercourse,"Section 4. Whoever induces any person under 18 years of age of chaste life to have unlawful sexual intercourse shall be punished by imprisonment in the state prison for not more than three years or in a jail or house of correction for not more than two and one-half years or by a fine of not more than $1,000 or by both such fine and imprisonment.   

",False,http://malegislature.gov/api/Chapters/272/Sections/4/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,4A,Inducing minor into prostitution,"Section 4A. Whoever induces a minor to become a prostitute, or who knowingly aids and assists in such inducement, shall be punished by imprisonment in the state prison for not more than five, nor less than three years, and by a fine of five thousand dollars. The sentence of imprisonment imposed under this section shall not be reduced to less than three years, nor suspended, nor shall any person convicted under this section be eligible for probation, parole or furlough or receive any deduction from his sentence for good conduct or otherwise until he shall have served three years of such sentence.  Prosecutions commenced under this section shall not be continued without a finding nor placed on file.   

",False,http://malegislature.gov/api/Chapters/272/Sections/4A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,4B,Living off or sharing earnings of minor prostitute,"Section 4B. Whoever lives or derives support or maintenance, in whole or in part, from the earnings or proceeds of prostitution committed by a minor, knowing the same to be earnings or proceeds of prostitution, or shares in such earnings, proceeds or monies, shall be punished by imprisonment in the state prison for not less than five years and by a fine of five thousand dollars.  The sentence imposed under this section shall not be reduced to less than five years, nor suspended, nor shall any person convicted under this section be eligible for probation, parole or furlough or receive any deduction from his sentence for good conduct or otherwise until he shall have served five years of such sentence. Prosecutions commenced under this section shall not be continued without a finding nor placed on file.   

",False,http://malegislature.gov/api/Chapters/272/Sections/4B/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,5,nan,nan,False,http://malegislature.gov/api/Chapters/272/Sections/5/,nan
272,6,Owner of place inducing or suffering person to resort in such place for sexual intercourse,"Section 6. Whoever, being the owner of a place or having or assisting in the management or control thereof induces or knowingly suffers a person to resort to or be in or upon such place, for the purpose of unlawfully having sexual intercourse for money or other financial gain, shall be punished by imprisonment in the state prison for a period of five years and a five thousand dollar fine.  

The sentence of imprisonment imposed under this section shall not be reduced to less than two years, nor suspended, nor shall any person convicted under this section be eligible for probation, parole, or furlough or receive any deduction from his sentence for good conduct or otherwise until he shall have served two years of such sentence. Prosecutions commenced under this section shall not be continued without a finding nor placed on file.   

",False,http://malegislature.gov/api/Chapters/272/Sections/6/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,7,"Support from, or sharing, earnings of prostitute","Section 7. Whoever, knowing a person to be a prostitute, shall live or derive support or maintenance, in whole or in part, from the earnings or proceeds of his prostitution, from moneys loaned, advanced to or charged against him by any keeper or manager or inmate of a house or other place where prostitution is practiced or allowed, or shall share in such earnings, proceeds or moneys, shall be punished by imprisonment in the state prison for a period of five years and by a fine of five thousand dollars.  

The sentence of imprisonment imposed under this section shall not be reduced to less than two years, nor suspended, nor shall any person convicted under this section be eligible for probation, parole, or furlough or receive any deduction from his sentence for good conduct or otherwise until he shall have served two years of such sentence. Prosecutions commenced under this section shall not be continued without a finding nor placed on file.   

",False,http://malegislature.gov/api/Chapters/272/Sections/7/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,8,Soliciting for prostitute,"Section 8. Whoever solicits or receives compensation for soliciting for a prostitute shall be punished by imprisonment in a house of correction for not more than 2 and one-half years, or by a fine of not less than $1,000 and not more than $5,000 or by both such imprisonment and fine.   

",False,http://malegislature.gov/api/Chapters/272/Sections/8/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,9,Oath and warrant to enter place for prostitution; detention of person in control and prostitute; recognizance to appear as witness,"Section 9. If a person makes oath before a district court that he has probable cause to suspect that a house, building, room or place is kept or resorted to for prostitution and that a certain person owning or having or assisting in the management or control of such house, building, room or place knowingly suffers another person to be in or upon such place for the purpose of unlawfully having sexual intercourse, said court shall, if satisfied that there is probable cause thereof, issue a warrant commanding the sheriff or his deputy, or any constable or police officer, to enter such house, building, room or place and search for such owner or person in control, and take into custody both the owner or person in control and such other person as may be in or upon such place for such purpose. Said owner or person in control shall be detained for not more than twenty-four hours until complaint may be made against him, and any such other person for a reasonable time until brought before said court to be recognized with or without sureties at the discretion of said court to appear as witnesses before the next or any succeeding sitting of said court. This section shall be in addition to and not in derogation of the common law.   

",False,http://malegislature.gov/api/Chapters/272/Sections/9/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,10,Arrest without warrant,"Section 10. Nothing in the preceding section shall prevent the arrest and detention without a warrant of any person who, the officer serving said process may have reasonable cause to believe, is violating any provision of this chapter, or is keeping a house, room or place resorted to for prostitution or lewdness, and said officer may upon such search arrest without a warrant any such person, and detain him until complaint may be made against him.   

",False,http://malegislature.gov/api/Chapters/272/Sections/10/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
272,11,Corroboration of one witness; limitations,"Section 11. A person shall not be convicted under sections 2, 4 and 6 upon the evidence of one witness only, unless his testimony is corroborated in a material particular, and prosecution for a violation of any of said sections shall not be commenced more than one year after the commission of the crime.   

",False,http://malegislature.gov/api/Chapters/272/Sections/11/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
