Chapter,Section,Name,Text,IsRepealed,Details,Part
265,1,Murder defined,"Section 1. Murder committed with deliberately premeditated malice aforethought, or with extreme atrocity or cruelty, or in the commission or attempted commission of a crime punishable with death or imprisonment for life, is murder in the first degree. Murder which does not appear to be in the first degree is murder in the second degree. Petit treason shall be prosecuted and punished as murder. The degree of murder shall be found by the jury.   

",False,http://malegislature.gov/api/Chapters/265/Sections/1/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,2,Punishment for murder; parole; executive clemency,"Section 2. (a) Except as provided in subsection (b), any person who is found guilty of murder in the first degree shall be punished by imprisonment in the state prison for life and shall not be eligible for parole pursuant to section 133A of chapter 127.  

(b) Any person who is found guilty of murder in the first degree who committed the offense on or after the person's fourteenth birthday and before the person's eighteenth birthday shall be punished by imprisonment in the state prison for life and shall be eligible for parole after the term of years fixed by the court pursuant to section 24 of chapter 279.  

(c) Any person who is found guilty of murder in the second degree shall be punished by imprisonment in the state prison for life and shall be eligible for parole after the term of years fixed by the court pursuant to section 24 of chapter 279.  

(d) Any person whose sentence for murder is commuted by the governor and council pursuant to section 152 of chapter 127 shall thereafter be subject to the laws governing parole.   

",False,http://malegislature.gov/api/Chapters/265/Sections/2/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,3,Duel; wound without and death within state; venue,"Section 3. An inhabitant or resident of this commonwealth who, by previous appointment or engagement made within the same, fights a duel outside its jurisdiction, and in so doing inflicts a mortal wound upon a person whereof he dies within the commonwealth shall be guilty of murder within this commonwealth, and may be indicted, tried and convicted in the county where the death occurs.   

",False,http://malegislature.gov/api/Chapters/265/Sections/3/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,4,Accessory in duel,"Section 4. An inhabitant or resident of this commonwealth who, by previous appointment or engagement made within the same, becomes the second of either party in such duel and is present as a second when a mortal wound is inflicted upon a person whereof he dies within this commonwealth shall be an accessory before the fact to murder in this commonwealth, and may be indicted, tried and convicted in the county where the death occurs.   

",False,http://malegislature.gov/api/Chapters/265/Sections/4/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,5,Duel; conviction or acquittal in foreign state; effect,"Section 5. A person indicted under either of the two preceding sections may plead a former conviction or acquittal of the same crime in any other state or country; and if his plea is admitted or established, it shall be a bar to all further proceedings against him for the same crime within this commonwealth.   

",False,http://malegislature.gov/api/Chapters/265/Sections/5/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,6 to 8,nan,nan,False,http://malegislature.gov/api/Chapters/265/Sections/6%20to%208/,nan
265,9,Prize fighting; engaging,"Section 9. Whoever, except as provided in sections thirty-two to fifty, inclusive, of chapter one hundred and forty-seven, by previous appointment or arrangement, engages in a fight with another person shall be punished by imprisonment in the state prison for not more than ten years or by a fine of not more than five thousand dollars.   

",False,http://malegislature.gov/api/Chapters/265/Sections/9/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,10,Prize fight; aiding or promoting; penalty,"Section 10. Whoever, except as provided in sections thirty-two to fifty, inclusive, of chapter one hundred and forty-seven, is present at such fight as an aid, second or surgeon, or advises, encourages or promotes such fight, shall be punished by imprisonment in the state prison for not more than five years or by a fine of not more than one thousand dollars and by imprisonment in jail for not more than two and one half years.   

",False,http://malegislature.gov/api/Chapters/265/Sections/10/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,11,Prize fight; appointment within and fight without state; penalty,"Section 11. An inhabitant or resident of this commonwealth who, by previous appointment or engagement made in the same, leaves the same and engages in a fight with another person outside the limits thereof shall be punished by imprisonment in the state prison for not more than five years or by a fine of not more than five thousand dollars.   

",False,http://malegislature.gov/api/Chapters/265/Sections/11/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
265,12,"Boxing, kickboxing, mixed martial arts or other unarmed combative sporting matches or sparring exhibitions; penalty","Section 12. Whoever directly or indirectly, except as provided in sections 32 to 50A, inclusive, of chapter 147, gives, promotes or engages in a public boxing, kickboxing, mixed martial arts or other unarmed combative sporting match or sparring exhibition, or engages in a private boxing, kickboxing, mixed martial arts or other unarmed combative sporting event match or sparring exhibition, for which the contestants have received or have been promised any pecuniary reward, remuneration or consideration whatsoever shall be punished by imprisonment in the house of corrections for not more than 3 months or by a fine of not more than $5,000, or both such fine and imprisonment.   

",False,http://malegislature.gov/api/Chapters/265/Sections/12/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
