Chapter,Section,Name,Text,IsRepealed,Details,Part
271,1,Gaming or betting; forfeiture,"Section 1. Whoever, on a prosecution commenced within eighteen months after the commission of the crime, is convicted of winning at one time or sitting, by gaming or betting on the sides or hands of those gaming, except as permitted under chapters 23K and 23N, money or goods to the value of five dollars or more, and of receiving the same or security therefor, shall forfeit double the value of such money or goods.   

",False,http://malegislature.gov/api/Chapters/271/Sections/1/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,1A,"''House'', ''building'' and ''place'' including ship or vessel","Section 1A. The words ''house'', ''building'' and ''place'' used severally or together in this chapter shall mean and include a ship or vessel when it is within the territorial limits of the commonwealth.   

",False,http://malegislature.gov/api/Chapters/271/Sections/1A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,2,Gaming or betting in public conveyance or place or while trespassing in private place; arrest without warrant,"Section 2. Whoever, in a public conveyance or public place, or in a private place upon which he is trespassing, plays at cards, dice or any other game for money or other property, or bets on the sides or hands of those playing, except as permitted under chapters 23K and 23N, shall forfeit not more than fifty dollars or be imprisoned for not more than three months; and whoever sets up or permits such a game shall be punished by a fine of not less than fifty nor more than one hundred dollars or by imprisonment for not less than three nor more than twelve months. If discovered in the act, he may be arrested without a warrant by a sheriff, deputy sheriff, constable or any officer qualified to serve criminal process, and held in custody, in jail or otherwise, for not more than twenty-four hours, Sunday and legal holidays excepted, until complaint may be made against him for such offence.   

",False,http://malegislature.gov/api/Chapters/271/Sections/2/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,3,Innholders and others keeping or suffering implements to be used for gaming,"Section 3. Except as permitted under chapters 23K and 23N, every innholder, common victualler or person keeping or suffering to be kept in any place occupied by him implements such as are used in gaming, in order that the same may for hire, gain or reward be used for amusement, who suffers implements of such kind to be used upon any part of such premises for gaming for money or other property, or who suffers a person to play at an unlawful game or sport therein, shall for the first offence forfeit not more than one hundred dollars or be imprisoned for not more than three months; and for a subsequent offence shall be imprisoned for not more than one year. In either case he shall further recognize with sufficient sureties in a reasonable sum for his good behavior, and especially that he will not be guilty of any offence against any of the provisions of sections one to six, inclusive, for three years from the date of the recognizance.   

",False,http://malegislature.gov/api/Chapters/271/Sections/3/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,4,"Gaming in inns and other occupied places; use of billiard table, bowling alley or other implement for gaming","Section 4. Whoever, in any place mentioned in the preceding section, for the purpose of gaming for money or other property, uses or takes part in using a billiard table, bowling alley or other implement of gaming, or there plays at an unlawful game or sport, or, for the purpose of such gaming, uses or takes part in using a billiard table or bowling alley kept by a person licensed under chapter one hundred and forty, shall forfeit not more than fifty dollars.   

",False,http://malegislature.gov/api/Chapters/271/Sections/4/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,5,"Gaming, lottery, pool or betting houses; tables or apparatus for gaming","Section 5. Whoever, except as permitted under chapters 23K and 23N, keeps or assists in keeping a common gaming house, or building or place occupied, used or kept for the purposes described in section twenty-three, or is found playing or present as provided in said section, or commonly keeps or suffers to be kept, in a building or place actually used and occupied by him, tables or other apparatus for the purpose of playing at an unlawful game or sport for money or any other valuable thing, shall be punished by a fine of not more than fifty dollars or by imprisonment for not more than three months.   

",False,http://malegislature.gov/api/Chapters/271/Sections/5/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,5A,Gambling devices; forfeiture; antique slot machines,"Section 5A. Whoever manufactures, transports, sells, offers for sale, stores, displays, repairs, reconditions, possesses or uses any gambling device or parts for use therein shall be punished by a fine of not more than five thousand dollars; provided, however, that fifty percent of the said fine shall be remitted to the city or town in which the violation occurred. The remaining fifty percent shall be remitted to the general fund of the commonwealth. As used in this section, the term ''gambling device'' means any so called ''slot machine'' or any other machine or mechanical device an essential part of which is a drum or reel with insignia thereon, and which, when operated, may deal, as a result of the application of an element of chance, any money or property; or by the operation of which a person may become entitled to receive, as the result of the application of an element of chance, any money or property; or any sub-assembly or essential part intended to be used in connection with any such machine or mechanical device. Any gambling device or parts for use therein manufactured, transported, sold, offered for sale, stored, displayed, repaired, reconditioned, possessed or used in violation of this section shall be seized and be forfeited to the commonwealth and disposed of in the manner provided under the provisions of chapter two hundred and seventy-six. In respect to their constitutionality, the provisions of this section are hereby declared to be separable.  

It shall be a defense to any prosecution under this section to show that the slot machine is an antique slot machine and was not operated for gambling purposes while in the defendant's possession. For the purposes of this section, a slot machine shall be presumed to be an antique slot machine, if it was manufactured at least thirty years prior to either the arrest of the defendant, or seizure of the machine.  

This section shall not apply to persons who manufacture, transport, sell, offer for sale, store, display, repair, recondition, possess or use any gambling device or parts for use in such a device for licensed gaming conducted under chapter 23K or sports wagering conducted pursuant to chapter 23N.   

",False,http://malegislature.gov/api/Chapters/271/Sections/5A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,5B,Unlawful possession of electronic machine or device for conducting or promoting sweepstakes through entertaining display; lawful exceptions; penalty,"Section 5B. (a) As used in this section the following words shall, unless the context clearly requires otherwise, have the following meanings:&mdash;  

''Electronic machine or device'', a mechanically, electrically or electronically operated machine or device that is: (i) owned, leased or otherwise possessed by a sweepstakes sponsor or promoter, or any sponsors, promoters, partners, affiliates, subsidiaries or contractors thereof; (ii) intended to be used by a sweepstakes entrant; (iii) uses energy; and (iv) capable of displaying information on a screen or other mechanism; provided, that an electronic machine or device may, without limitation: (1) be server-based; (2) use a simulated game terminal as a representation of the prizes associated with the results of the sweepstakes entries; (3) utilize software such that the simulated game influences or determines the winning or value of the prize; (4) select prizes from a predetermined finite pool of entries; (5) utilize a mechanism that reveals the content of a predetermined sweepstakes entry; (6) predetermine the prize results and stores those results for delivery at the time the sweepstakes entry results are revealed; (7) utilize software to create a game result; (8) require deposit of any money, coin or token, or the use of any credit card, debit card, prepaid card or any other method of payment to activate the electronic machine or device; (9) require direct payment into the electronic machine or device, or remote activation of the electronic machine or device; (10) require purchase of a related product having legitimate value; (11) reveal the prize incrementally, even though it may not influence if a prize is awarded or the value of any prize awarded; (12) determine and associate the prize with an entry or entries at the time the sweepstakes is entered; (13) be a slot machine or other form of electrical, mechanical, or computer game; and provided further, that ''electronic machine or device'' shall also include gambling devices as defined in section 5A.  

''Enter'' or ''entry'', the act or process by which a person becomes eligible to receive any prize offered in a sweepstakes.  

''Entertaining display'', any visual information, capable of being seen by a sweepstakes entrant, that takes the form of actual game play or simulated game play.  

''Prize'', any gift, award, gratuity, good, service, credit or anything else of value, which may be transferred to a person, whether possession of the prize is actually transferred, or placed on an account or other record as evidence of the intent to transfer the prize.  

''Sweepstakes'', any game, advertising scheme or plan, or other promotion, which, with or without payment of any consideration, a person may enter to win or become eligible to receive any prize, the determination of which is based upon chance.  

(b) It shall be unlawful for any person to knowingly possess with the intent to operate, or place into operation, an electronic machine or device to: (1) conduct a sweepstakes through the use of an entertaining display, including the entry process or the reveal of a prize; or (2) promote a sweepstakes that is conducted through the use of an entertaining display, including the entry process or the reveal of a prize.  

(c) Nothing in this section shall be construed to make illegal any activity which is lawfully conducted: (1) by the state lottery commission, under sections 24, 24A, 27, 27A, 37, 38, and 39A of chapter 10; (2) as pari-mutuel wagering on horse races, whether live or simulcast, under chapters 128A and 128C; (3) as the game of bingo conducted under chapters 10 and 271; (4) as charitable gaming, conducted under chapter 271; (5) under chapters 23K and 23N; or (6) by any retailer whose primary business is the sale of groceries, whereby the sweepstakes is directly related to the sale of groceries and the potential prize provided through the sweepstakes may not be redeemed for cash and may only be used as a discount to reduce the price of items purchased from the retailer.  

(d) Any person who violates this section shall be punished by a fine of not more than $250,000 per electronic machine or device placed into operation or by imprisonment in state prison for not more than 15 years, or by both such fine and imprisonment.   

",False,http://malegislature.gov/api/Chapters/271/Sections/5B/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,6,"Gaming relative to cattle shows, military muster or public gathering; arrest without warrant","Section 6. Whoever, during or within twelve hours of the time of holding a cattle show, military muster or public gathering, within one mile of the place thereof, practices or engages in illegal gaming, shall forfeit not more than twenty dollars. If discovered in the act, he may be arrested without a warrant by any sheriff, deputy sheriff, constable or any officer qualified to serve criminal process, and held in custody, in jail or otherwise, for not more than twenty-four hours, Sunday and legal holidays excepted, until a complaint may be made against him for such offence.   

",False,http://malegislature.gov/api/Chapters/271/Sections/6/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
271,6A,Plans under which purchasers agree to obtain more purchasers; injunction; receivers,"Section 6A. Whoever sets up or promotes a plan by which goods or anything of value is sold to a person for a consideration and upon the further consideration that the purchaser agrees to secure one or more persons to participate in the plan by respectively making a similar purchase or purchases and in turn agreeing to secure one or more persons likewise to join in the said plan, each purchaser being given the right to secure money, credits, goods or something of value, depending upon the number of persons joining in the plan, shall be held to have set up and promoted a lottery and shall be punished as provided in section seven. The supreme judicial court shall have jurisdiction in equity upon a petition filed by the attorney general to enjoin the further prosecution of any such plan and to appoint receivers to secure and distribute the assets received thereunder.   

",False,http://malegislature.gov/api/Chapters/271/Sections/6A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
