Chapter,Section,Name,Text,IsRepealed,Details,Part
273,1,Abandonment and nonsupport; failure to comply with support order; decree establishing rights of spouse as prima facie evidence,"Section 1. A spouse or parent shall be guilty of a felony and shall be subject to the penalties set forth in section fifteen A if:  

(1) he abandons his spouse or minor child without making reasonable provisions for the support of his spouse or minor child or both of them; or  

(2) he leaves the commonwealth and goes into another state without making reasonable provisions for the support of his spouse or minor child or both of them; or  

(3) he enters the commonwealth from another state without making reasonable provisions for the support of his spouse or minor child, or both of them, domiciled in another state; or  

(4) wilfully and while having the financial ability or earning capacity to have complied, he fails to comply with an order or judgment for support which has been entered pursuant to chapter one hundred and nineteen, two hundred and seven, two hundred and eight, two hundred and nine, two hundred and nine C, or two hundred and seventy-three, or received, entered or registered pursuant to chapter two hundred and nine D, or entered pursuant to similar laws of other states. No civil proceeding in any court shall be held to be a bar to a prosecution hereunder but the court shall not enter any order pursuant to section fifteen A which would directly or indirectly result in a decrease in the amount paid for current support pursuant to an order or judgment on behalf of the child or spouse to who, or on whose behalf, support is owed.  

In a prosecution hereunder a decree or judgment of a probate court in a proceeding in which the defendant or spouse appeared or was personally served with process, establishing the right of his spouse to live apart or the freedom of such spouse to convey and deal with property, or the right to the custody of the children, shall be admissible and shall be prima facie evidence of such right.   

",False,http://malegislature.gov/api/Chapters/273/Sections/1/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
273,2,Jurisdiction; venue; supervision of parent by municipal or district court probation officers,"Section 2. Proceedings under section one shall be begun if in the superior court, in the county in which is situated the place where the husband and wife last lived together or where the husband or wife or parent of the child is living, and, if begun in a district court, in the court having such place within its judicial district; provided, that such a proceeding for an offense committed within the territorial limits of the Boston, the Worcester, Bristol county or the Springfield juvenile court, as designated by section fifty-seven of chapter two hundred and eighteen, if founded upon the same allegations as a proceeding under sections twenty-four to twenty-seven, inclusive, of chapter one hundred and nineteen, may be brought, heard and disposed of in said juvenile courts. Such a proceeding for an offense committed within the territorial limits prescribed for the criminal jurisdiction of any court other than the courts within the territorial limits of the Boston, the Worcester, Bristol county and the Springfield juvenile courts, if founded upon the same allegations as a proceeding under said sections twenty-four to twenty-seven, inclusive, of chapter one hundred and nineteen, may be heard and disposed of in the juvenile session of the court. Any parent placed on probation in such a proceeding in any of said juvenile courts shall at the request of the justice thereof be supervised by the probation officers of the municipal or district courts located within the territorial limits of that juvenile court.   

",False,http://malegislature.gov/api/Chapters/273/Sections/2/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
273,3,Payment of fines,"Section 3. The court imposing a fine under section fifteen A may at any time order it paid in whole or in part to a probation officer, to be paid by him to the spouse or to the city, town, corporation, society or person actually supporting the spouse, child or children, or to the state treasurer for the use of the department of children and families if the child has been committed to said department.   

",False,http://malegislature.gov/api/Chapters/273/Sections/3/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
273,"4, 5",nan,nan,False,"http://malegislature.gov/api/Chapters/273/Sections/4,%205/",nan
273,6,Recognizance on release on probation; compliance with judgment or order for support; forfeiture,"Section 6. The court shall also have the power to release the defendant from custody on probation for a period so fixed, upon his or her entering into a recognizance, with or without surety, in such sum as the court may order and approve. The condition of the recognizance shall be such that if the defendant shall make his personal appearance in court whenever ordered to do so, and shall further comply with the terms of any currently enforceable judgment or order for support entered pursuant to any civil action, including an action for annulment, divorce, separate support, or paternity and support, under chapters two hundred and seven, two hundred and eight, two hundred and nine or two hundred and nine C, then such recognizance shall be void, otherwise of full force and effect. An order or judgment for support entered against the defendant in any such civil proceeding shall be deemed to be currently enforceable if the defendant is currently able to comply with said order or judgment and it is or would be enforceable pursuant to an action for contempt or otherwise as provided under said chapter in case of forfeiture of recognizance, and enforcement therefor by execution, the sum recovered may, in the discretion of the court, be paid in whole or in part, to the spouse or parent of the child or to the person entitled to receive support.   

",False,http://malegislature.gov/api/Chapters/273/Sections/6/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
273,7,Evidence of marriage and parentage; husband and wife as witnesses; self incrimination; evidence of wilfulness; confidential communications,"Section 7. No other or greater evidence shall be required to prove the marriage of the husband and wife, or that the alleged father is the parent of the child, than may be required to prove the same facts in a civil action. In any prosecution begun under section one, both husband and wife shall be competent witnesses to testify against each other to any relevant matters, including the fact of their marriage and the parentage of the child; provided, that neither shall be compelled to give evidence incriminating himself. Proof of the desertion of the spouse or child, or of the neglect or refusal to make reasonable provision for their support and maintenance, shall be prima facie evidence that such desertion, neglect or refusal is wilful and without just cause. In no prosecution under sections one to ten, inclusive, shall any existing statute or rule of law prohibiting the disclosure of confidential communications between husband and wife apply.   

",False,http://malegislature.gov/api/Chapters/273/Sections/7/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
273,8,Lack of custody as defence; duty to support child,"Section 8. In proceedings under sections one or fifteen against a parent, relative to any minor child, it shall not of itself be a defence that the defendant has ceased to have custody or the right to custody of such child on his own acquiescence or by judicial action. The legal duty of the parent or parents to support a minor child shall continue notwithstanding the absence of a court decree ordering them or either of them to pay for the support of said child and notwithstanding any court decree granting custody of such child to another.   

",False,http://malegislature.gov/api/Chapters/273/Sections/8/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
273,9,nan,nan,False,http://malegislature.gov/api/Chapters/273/Sections/9/,nan
273,10,Uniform construction,"Section 10. Sections one to eight, inclusive, shall be so interpreted and construed as to effectuate their general purpose to make uniform the law of those states enacting their provisions.   

",False,http://malegislature.gov/api/Chapters/273/Sections/10/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
273,11,nan,nan,False,http://malegislature.gov/api/Chapters/273/Sections/11/,nan
